ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3823,BMW,2,2,North West,1,2993,2016,1810,148,0.394,0.071,,,0.590131259
3294,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.3412106
22,VOLKSWAGEN,2,2,London,1,1896,2002,1388,138,0.073,0.33,0.025,,0.961337865
1273,FORD,1,13,North West,1,1299,2002,965,163,0.66,0.037,,0.09,0.068703878
3169,VOLKSWAGEN,1,6,North West,2,1984,2016,1574,162,0.609,0.047,,0.06,0.411604009
1170,VAUXHALL,1,4,South West,1,1796,2002,1745,192,0.627,0.008,,0.035,0.623437853
4,TOYOTA,1,14,London,4,1598,2002,1295,168,0.55,0.03,,0.06,0.288955887
3473,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.373937372
139,FORD,2,14,South West,1,1399,2002,1145,114,0.154,0.423,0.036,,0.544441003
294,VOLKSWAGEN,2,2,South West,2,1896,2002,1388,138,0.073,0.33,0.025,,0.074016451
2683,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.945514392
2755,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.944559778
1962,VOLKSWAGEN,1,13,London,2,1197,2016,1316,123,0.2,0.02,,0.025,0.349608467
1893,VAUXHALL,1,13,London,1,1364,2016,1199,122,0.276,0.013,,0.019,0.856788345
1530,VAUXHALL,1,14,South West,5,1398,2016,1199,139,0.645,0.008,,0.044,0.445053939
2372,FORD,2,96,London,5,1499,2016,1596,119,0.353,0.076,0.001,,0.56880963
1223,FORD,2,14,South West,2,1399,2002,1166,117,0.154,0.423,0.036,,0.407500113
3609,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.030461657
3361,FORD,2,96,South West,5,1499,2016,1564,113,0.459,0.054,,,0.37930586
97,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.950428257
3553,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.993435966
2944,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.389886395
1233,VOLKSWAGEN,1,13,South West,1,1390,2002,1152,158,0.308,0.042,,0.064,0.904959194
1092,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.856164182
3685,VOLKSWAGEN,1,13,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.188356536
985,FORD,1,14,London,2,1596,2002,1189,192,0.518,0.059,,0.115,0.844878636
563,BMW,1,5,South West,1,3246,2002,1450,268,0.857,0.056,,0.108,0.675812131
3211,VOLKSWAGEN,1,14,North West,5,999,2016,929,106,0.406,0.013,,0.037,0.005926723
1111,VOLKSWAGEN,2,14,London,1,1896,2002,1379,138,0.073,0.33,0.025,,0.998327398
1850,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.612137133
3388,FORD,1,14,South West,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.383437555
710,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.288145683
1182,VAUXHALL,1,14,South West,1,973,2002,1405,135,0.342,0.048,,0.06,0.622334331
3007,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.394795217
1252,VOLKSWAGEN,1,13,South West,1,1781,2002,1372,194,0.646,0.017,,0.047,0.720528994
2087,BMW,8,6,South West,5,1997,2016,2305,78,0.185,0.015,,0.014,0.411885426
3697,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.015590623
3320,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.140265556
1908,VOLKSWAGEN,1,14,London,4,999,2016,1055,106,0.407,0.016,,0.034,0.700045146
1585,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.102384754
942,FORD,1,14,South West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.321457252
3077,FORD,2,14,South West,5,1997,2016,1648,117,0.311,0.073,,,0.4498233
575,VOLKSWAGEN,1,14,London,1,1781,2002,1384,190,0.667,0.03,,0.054,0.807096312
1574,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.77517416
487,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.202442915
2559,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.906761928
265,TOYOTA,1,14,London,1,1598,2002,1325,190,0.45,0.02,,0.05,0.171870645
2851,VAUXHALL,2,13,North West,5,1598,2016,1503,111,0.104,0.042,,,0.25706305
2325,VOLKSWAGEN,2,14,North West,5,1968,2016,1373,112,0.1,0.07,,,0.22637129
1243,VOLKSWAGEN,1,14,North West,1,1390,2002,1236,161,0.172,0.055,,0.066,0.120591492
905,TOYOTA,1,13,South West,2,1299,2002,1050,157,0.7,0.05,,0.12,0.3273326
2806,VAUXHALL,2,6,North West,5,1598,2016,1701,129,0.013,0.033,,,0.994211914
2555,VOLKSWAGEN,1,14,London,1,1395,2016,1316,113,0.242,0.033,,0.048,0.035116229
2645,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.159368582
2186,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.867398875
2963,FORD,2,14,North West,2,1997,2016,1474,105,0.328,0.068,,,0.609569319
683,FORD,1,14,North West,1,1596,2002,1152,165,0.518,0.059,,0.115,0.681552996
469,VOLKSWAGEN,2,14,South West,1,1896,2002,1285,140,0.436,0.314,0.036,,0.970978671
1517,FORD,2,14,South West,2,1499,2016,1170,94,0.351,0.051,,,0.566206775
2977,FORD,2,14,North West,5,1499,2016,1399,99,0.354,0.074,,,0.624339796
1695,VOLKSWAGEN,1,13,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.141085758
2514,TOYOTA,1,14,London,2,998,2016,1066,99,0.387,0.014,,0.038,0.280588154
2525,BMW,2,2,South West,5,1995,2016,1700,110,0.332,0.054,,,0.216126658
2567,BMW,1,2,London,1,1998,2016,1505,134,0.213,0.022,,0.053,0.79396424
1335,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,109,0.137,0.067,,,0.145932266
490,BMW,1,2,London,1,2979,2002,1635,257,0.46,0.012,,0.06,0.530963714
1373,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.291507232
2442,TOYOTA,8,14,London,5,1798,2016,1470,70,0.131,0.016,,0.033,0.583468424
3165,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.609944477
552,VAUXHALL,2,6,London,1,1686,2002,1815,132,0.101,0.429,0.031,,0.795322325
1576,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.056685907
551,BMW,1,2,South West,1,1995,2002,1395,175,0.852,0.05,,0.102,0.586880207
1596,TOYOTA,1,13,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.487912524
3386,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.617808136
3719,VAUXHALL,1,13,South West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.810124988
636,BMW,1,2,London,1,1796,2002,0,172,0.76,,,,0.952798761
2013,BMW,1,14,London,1,1499,2016,1395,122,0.215,0.01,,0.037,0.785738068
971,VOLKSWAGEN,2,2,London,1,1896,2002,1522,154,0.151,0.382,0.023,,0.972702711
40,VOLKSWAGEN,1,14,London,1,1595,2002,1315,194,0.48,0.044,,0.058,0.098300464
3139,BMW,1,5,North West,1,2998,2016,1630,159,0.282,0.015,,0.057,0.707863652
983,VOLKSWAGEN,2,14,London,1,1896,2002,1413,146,0.177,0.363,0.024,,0.589402805
2143,VOLKSWAGEN,2,14,South West,1,1598,2016,1321,99,0.167,0.069,,,0.391759918
255,FORD,1,14,London,1,1999,2002,1396,192,0.427,0.078,,0.109,0.793292983
2813,FORD,2,14,North West,5,1499,2016,1553,94,0.407,0.07,,,0.041198212
3172,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.317245584
2231,VOLKSWAGEN,1,14,South West,5,1197,2016,1107,107,0.157,0.039,,0.022,0.426907088
3130,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.281637001
752,VOLKSWAGEN,2,14,London,1,1896,2002,1408,146,0.177,0.363,0.024,,0.903048325
1212,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.85053849
1688,VAUXHALL,1,14,North West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.261376668
1618,BMW,2,14,South West,5,1995,2016,1450,118,0.18,0.023,,,0.555263187
838,VOLKSWAGEN,1,13,North West,1,1198,2002,1092,142,0.474,0.015,,0.032,0.024860188
1032,BMW,1,2,North West,1,2494,2002,1605,247,0.382,0.006,,0.045,0.624650547
1837,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.506594297
1784,VAUXHALL,1,14,North West,4,1598,2016,1355,159,0.809,0.012,,0.051,0.742915996
1146,VOLKSWAGEN,1,13,South West,2,1390,2002,1003,149,0.294,0.03,,0.067,0.208880022
428,TOYOTA,1,14,London,1,1299,2002,0,160,0.7,0.05,,0.12,0.35269605
58,FORD,1,6,South West,2,1596,2002,1180,165,0.518,0.059,,0.115,0.82336411
3087,TOYOTA,2,6,London,4,2755,2016,2395,194,0.071,0.041,,,0.924298385
3743,FORD,1,96,South West,2,998,2016,1327,119,0.32,0.045,0.001,0.051,0.075765444
12,VOLKSWAGEN,2,2,North West,1,1896,2002,1423,146,0.081,0.376,0.029,,0.525114764
1698,VOLKSWAGEN,2,14,North West,2,1422,2016,1152,88,0.141,0.042,,,0.902681272
1208,FORD,2,6,South West,1,1998,2002,1547,159,0.204,0.443,0.026,,0.935125167
606,VOLKSWAGEN,1,14,London,2,1390,2002,1238,161,0.172,0.055,,0.066,0.040592808
1706,VAUXHALL,1,14,North West,5,999,2016,1263,102,0.484,0.021,0.002,0.036,0.274286755
2337,FORD,1,14,London,2,999,2016,1333,108,0.447,0.03,0.002,0.076,0.2032903
2407,VAUXHALL,2,96,London,5,1956,2016,1733,137,0.154,0.051,,,0.56338581
1042,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.486655401
3306,FORD,1,14,London,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.160607762
225,FORD,1,2,North West,1,2495,2002,1506,238,0.174,0.019,,0.059,0.888537977
315,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.971646276
398,FORD,1,14,South West,1,1796,2002,1204,181,0.895,0.043,,0.091,0.646372424
152,VAUXHALL,1,13,North West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.027308484
2843,BMW,2,2,North West,1,1995,2016,1705,119,0.144,0.031,,,0.251853571
393,VOLKSWAGEN,2,6,South West,1,1896,2002,0,146,0.081,,,,0.992483967
2164,FORD,2,96,South West,1,1997,2016,1816,129,0.239,0.048,,,0.573567152
3121,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.456273954
3572,VAUXHALL,1,13,South West,5,1364,2016,1471,154,0.362,0.015,,0.027,0.959187086
1360,BMW,8,6,South West,5,1997,2016,2305,77,0.185,0.015,,0.014,0.605306102
2028,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.034673858
1663,VAUXHALL,2,14,North West,5,1598,2016,1462,134,0.058,0.054,,,0.184747739
825,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.769561437
279,VOLKSWAGEN,2,13,South West,1,1896,2002,0,140,0.029,,,,0.692297822
3416,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.317529103
855,VOLKSWAGEN,2,2,South West,1,1896,2002,1523,154,0.151,0.382,0.023,,0.135446292
2581,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.7137784
1820,VAUXHALL,2,14,North West,5,1598,2016,1488,94,0.056,0.046,,,0.660735619
2709,VOLKSWAGEN,1,13,North West,1,1984,2016,1495,159,0.609,0.047,,0.06,0.571520404
2878,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.556910317
130,FORD,1,14,South West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.48931151
3811,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.360966199
2536,VAUXHALL,1,13,London,1,1398,2016,1141,120,0.463,0.01,,0.031,0.750034511
2794,FORD,2,96,North West,5,1499,2016,1596,119,0.353,0.076,0.001,,0.861859399
3681,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.820131235
29,VOLKSWAGEN,2,14,South West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.313551481
795,VOLKSWAGEN,1,14,North West,2,1595,2002,1316,194,0.48,0.044,,0.058,0.166623261
1029,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.073679295
3691,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.233578722
2551,VAUXHALL,1,96,London,5,1364,2016,1471,166,0.439,0.024,,0.03,0.826799926
314,BMW,1,6,London,1,2494,2002,1680,235,0.441,0.016,,0.057,0.073371228
2410,TOYOTA,8,14,London,5,1798,2016,1470,70,0.131,0.016,,0.033,0.024037671
616,VAUXHALL,1,14,London,1,1598,2002,1660,197,0.357,0.029,,0.044,0.584890272
632,FORD,1,6,North West,2,1596,2002,1227,200,0.518,0.059,,0.115,0.989316964
1991,FORD,1,14,London,2,998,2016,1335,125,0.428,0.037,0.001,0.053,0.811030357
580,VOLKSWAGEN,1,13,London,4,1198,2002,1103,142,0.68,0.042,,0.03,0.980460891
1665,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.165992816
2980,FORD,2,96,North West,5,1499,2016,1641,129,0.259,0.065,,,0.381642838
131,FORD,1,14,South West,2,1596,2002,1189,192,0.518,0.059,,0.115,0.315039289
3603,VOLKSWAGEN,1,13,South West,1,999,2016,929,105,0.457,0.013,,0.039,0.924917999
1024,VOLKSWAGEN,1,14,South West,1,1390,2002,1150,154,0.165,0.047,,0.075,0.838951656
3467,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.222694725
611,BMW,1,3,London,2,3498,2002,0,286,0.374,,,,0.283127519
3458,VOLKSWAGEN,2,2,South West,5,1598,2016,1444,105,0.243,0.039,,,0.036832209
2002,FORD,1,14,London,2,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.157145972
1175,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.344903619
2434,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.57382804
3228,VAUXHALL,2,14,North West,5,1956,2016,1664,147,0.078,0.062,,,0.530269121
3136,VOLKSWAGEN,1,14,North West,1,1395,2016,1238,108,0.16,0.026,,0.041,0.471806364
1964,FORD,2,2,South West,5,1997,2016,1663,130,0.239,0.043,,,0.312024075
712,VOLKSWAGEN,1,13,North West,1,1781,2002,1324,190,0.667,0.03,,0.054,0.070517351
3026,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.33018015
415,VOLKSWAGEN,2,13,London,1,1422,2002,1222,122,0.075,0.386,0.025,,0.619876771
2721,FORD,2,6,South West,5,1499,2016,1446,99,0.294,0.039,,,0.107822225
3556,VOLKSWAGEN,1,13,South West,2,1197,2016,1139,109,0.199,0.018,,0.035,0.050601177
564,VOLKSWAGEN,2,14,South West,4,1896,2002,1413,146,0.177,0.363,0.024,,0.132767509
997,VOLKSWAGEN,2,6,South West,1,1896,2002,1594,159,0.18,0.313,0.04,,0.415550455
1344,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.949655744
2533,BMW,1,4,London,2,1997,2016,1605,152,0.262,0.035,,0.035,0.270791088
174,VAUXHALL,1,14,London,1,1199,2002,1455,154,0.211,0.031,,0.052,0.638155696
254,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.991668246
504,VAUXHALL,1,14,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.563751521
1902,FORD,2,96,London,5,1499,2016,1596,119,0.338,0.07,,,0.499380046
2872,FORD,1,5,North West,1,2261,2016,1734,179,0.415,0.019,0.002,0.037,0.348092815
488,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.177172292
2445,FORD,1,14,South West,5,998,2016,1168,114,0.206,0.034,,0.05,0.910904643
3025,BMW,8,14,North West,2,647,2016,1390,13,0.053,0.002,,0.003,0.031770151
1656,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.103403972
50,VOLKSWAGEN,1,14,London,1,1598,2002,1307,168,0.504,0.047,,0.083,0.014630828
2605,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.98983673
2097,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.12291854
2769,VAUXHALL,1,14,North West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.700154191
1701,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.999887837
93,VOLKSWAGEN,2,6,South West,1,1896,2002,1470,146,0.081,0.376,0.029,,0.017911598
3412,VOLKSWAGEN,2,6,South West,5,1968,2016,1436,110,0.1,0.07,,,0.272864173
1653,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.123912844
3621,FORD,2,96,South West,5,1499,2016,1461,105,0.419,0.043,,,0.16578648
16,VAUXHALL,1,14,London,1,1598,2002,1660,197,0.357,0.029,,0.044,0.970357378
1139,FORD,2,6,South West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.052668343
1702,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.26983254
981,VAUXHALL,1,14,North West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.725000077
682,TOYOTA,1,14,North West,1,1598,2002,1290,168,0.55,0.03,,0.06,0.295069459
2732,TOYOTA,8,14,South West,1,1798,2016,1470,70,0.131,0.016,,0.033,0.17508828
148,VAUXHALL,1,13,South West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.74661399
911,FORD,1,3,London,1,1242,2002,0,161,0.296,,,,0.693867809
2519,VOLKSWAGEN,1,14,London,5,1197,2016,1139,109,0.199,0.018,,0.035,0.92603809
386,VOLKSWAGEN,1,13,South West,2,1781,2002,1370,194,0.646,0.017,,0.047,0.939377516
1019,BMW,1,5,South West,1,2494,2002,1485,217,0.494,0.017,,0.079,0.80736736
3221,VOLKSWAGEN,1,14,North West,1,1984,2016,1486,165,0.522,0.05,,0.053,0.300150434
1666,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.759261128
2397,VOLKSWAGEN,1,14,London,4,1395,2016,1247,120,0.158,0.034,,0.028,0.331784577
2554,VAUXHALL,1,13,London,1,1398,2016,1163,135,0.645,0.008,,0.044,0.847381538
937,VOLKSWAGEN,1,14,London,1,1198,2002,1132,0,0.68,0.042,,0.03,0.829275073
2883,FORD,1,5,North West,1,2261,2016,1730,225,0.472,0.029,0.002,0.045,0.253790584
1009,VAUXHALL,2,6,North West,1,2172,2002,2450,235,0.311,0.652,0.051,,0.495522763
1744,VOLKSWAGEN,1,13,North West,1,1984,2016,1402,147,0.362,0.029,,0.053,0.452635757
1880,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.180379205
3748,BMW,1,5,North West,1,2979,2016,1595,185,0.196,0.015,,0.05,0.568439031
179,TOYOTA,1,96,North West,1,1998,2002,1610,202,1.08,0.06,,0.09,0.345148704
521,VOLKSWAGEN,2,14,South West,1,1896,2002,0,140,0.081,,,,0.203383398
2539,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.731552208
3408,BMW,2,6,North West,1,1995,2016,1625,129,0.103,0.018,,,0.890491608
2356,FORD,2,96,London,5,1997,2016,1672,129,0.198,0.027,,,0.661624441
2888,VOLKSWAGEN,1,14,North West,2,1197,2016,1139,109,0.199,0.018,,0.035,0.069475616
3759,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.210988129
2591,VOLKSWAGEN,1,14,London,2,999,2016,932,103,0.522,0.018,,0.045,0.602097166
2377,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.264104964
2111,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.798751019
2101,FORD,1,13,South West,5,998,2016,1175,104,0.33,0.031,0.001,0.06,0.688288846
189,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.818712441
3310,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.312253987
746,VOLKSWAGEN,1,13,South West,1,1198,2002,1092,142,0.474,0.015,,0.032,0.106084349
1725,VAUXHALL,1,14,North West,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.739633088
3761,FORD,2,96,South West,5,1997,2016,1643,119,0.278,0.051,,,0.060526417
3171,FORD,2,96,North West,5,1997,2016,1816,129,0.204,0.02,,,0.963611909
3333,BMW,2,14,South West,5,1496,2016,1425,103,0.086,0.025,,,0.407886612
808,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.496043451
1531,VAUXHALL,1,14,South West,5,1398,2016,1199,139,0.645,0.008,,0.044,0.785078329
3051,FORD,2,96,North West,5,1997,2016,1643,119,0.278,0.051,,,0.306841253
2496,VAUXHALL,1,14,London,2,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.897107698
512,FORD,2,6,North West,1,1753,2002,1310,145,0.347,0.489,0.044,0.042,0.29886772
100,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.259143582
664,VOLKSWAGEN,1,14,London,1,1595,2002,1315,194,0.48,0.044,,0.058,0.100924615
175,VAUXHALL,1,14,London,1,1389,2002,1660,173,0.247,0.023,,0.094,0.405578804
2965,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.030156972
2972,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.570920037
2179,VOLKSWAGEN,1,14,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.444449695
1107,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.116527025
2857,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.243894277
890,BMW,1,2,London,1,1796,2002,1385,172,0.76,0.059,,0.103,0.15506705
973,VOLKSWAGEN,2,14,South West,1,1896,2002,1396,146,0.081,0.376,0.029,,0.242462444
1638,VOLKSWAGEN,2,14,North West,1,1968,2016,1429,127,0.067,0.07,,,0.235867358
2692,VOLKSWAGEN,2,6,London,2,1968,2016,1673,147,0.116,0.035,,,0.554046986
1073,VOLKSWAGEN,2,14,London,1,1896,2002,1417,146,0.081,0.376,0.029,,0.851586303
186,FORD,1,14,London,1,1999,2002,1421,219,0.12,0.05,,0.07,0.272660274
3559,FORD,1,6,South West,5,1498,2016,1564,137,0.296,0.018,0.001,0.036,0.352391969
1231,FORD,1,14,North West,2,1388,2002,1105,153,0.644,0.048,,0.064,0.793830065
3801,FORD,2,14,South West,5,1997,2016,1773,135,0.217,0.078,,,0.309800752
2908,FORD,2,96,North West,5,1997,2016,1833,134,0.305,0.054,,,0.45472466
834,VAUXHALL,1,14,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.522153167
1363,FORD,1,14,South West,5,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.800383543
193,TOYOTA,1,6,London,1,1998,2002,1460,211,0.61,0.04,,0.07,0.849390998
864,VOLKSWAGEN,1,3,London,1,1390,2002,0,161,0.172,,,,0.771789764
2814,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.230216612
1851,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.529080738
2795,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.587640245
1879,VAUXHALL,2,14,South West,5,1248,2016,1237,100,0.042,0.03,,,0.687909893
1274,TOYOTA,1,14,North West,1,1398,2002,1280,159,0.47,0.02,,0.07,0.118458321
1661,FORD,1,14,North West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.473617659
780,VOLKSWAGEN,2,14,North West,2,1896,2002,0,146,,,,,0.556740965
1877,VAUXHALL,1,96,South West,5,1364,2016,1613,168,0.435,0.014,,0.033,0.017681641
268,VOLKSWAGEN,1,14,London,1,1598,2002,0,168,0.259,,,,0.264749936
735,TOYOTA,1,14,London,4,1598,2002,1295,168,0.55,0.03,,0.06,0.636862606
854,FORD,1,3,South West,2,1596,2002,0,165,0.518,,,,0.738529307
1061,VOLKSWAGEN,1,13,South West,2,1390,2002,1176,180,0.096,0.064,,0.092,0.242962594
2845,FORD,2,14,South West,5,1997,2016,1516,115,0.145,0.052,,,0.141111527
2596,VOLKSWAGEN,1,14,London,4,1395,2016,1247,120,0.158,0.034,,0.028,0.881501664
2753,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.746929795
3479,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.936814022
2505,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.325528178
295,VOLKSWAGEN,2,2,North West,1,1896,2002,1425,146,0.177,0.363,0.024,,0.76429269
2896,FORD,2,6,North West,1,1997,2016,2030,152,0.314,0.042,0.001,,0.650641434
1926,TOYOTA,8,14,London,5,1798,2016,1470,70,0.131,0.016,,0.033,0.238147286
3757,BMW,1,5,North West,2,1998,2016,1570,134,0.151,0.025,,0.04,0.847327478
1849,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.092733628
1048,VOLKSWAGEN,1,14,South West,4,1200,2002,1120,142,0.474,0.015,,0.032,0.621375342
20,FORD,1,14,London,1,1796,2002,1195,181,0.895,0.043,,0.091,0.527578351
1841,BMW,2,5,North West,1,2993,2016,1700,147,0.341,0.053,,,0.594765228
3321,VAUXHALL,1,14,South West,1,1399,2016,1234,128,0.507,0.012,,0.021,0.059639514
767,VOLKSWAGEN,1,13,South West,1,1198,2002,1092,142,0.474,0.015,,0.032,0.855174918
3657,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.255369005
2848,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.577916371
3284,FORD,1,14,South West,1,998,2016,1168,114,0.206,0.034,,0.05,0.583840333
1487,BMW,2,5,North West,1,1995,2016,1825,136,0.144,0.035,,,0.056198195
1496,BMW,2,14,South West,5,1496,2016,1395,106,0.172,0.028,,,0.680885533
3138,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.452352919
